"Gene","logFC","padj","Significant","Regulation","Timepoint"
"C4A",0.80082300749634,0.0474489974034756,FALSE,"No difference","Terminal/10 DPI"
"SELPLG",0.69880482720257,0.0476342449365542,FALSE,"No difference","Terminal/10 DPI"
"FCGR3",-1.39233277584935,0.0479763641649061,TRUE,"HeV-g2","Terminal/10 DPI"
"CD3D",-0.898436503397885,0.0522373715652036,FALSE,"No difference","Terminal/10 DPI"
"KLRK1",-1.29406688622051,0.0522067282913911,FALSE,"No difference","Terminal/10 DPI"
"CEACAM1",-0.922036557859653,0.0522373715652036,FALSE,"No difference","Terminal/10 DPI"
"DAXX",-0.598353294341608,0.0532915762315979,FALSE,"No difference","Terminal/10 DPI"
"MS4A1",-0.962324920750864,0.0532915762315979,FALSE,"No difference","Terminal/10 DPI"
"PRDM1",0.652418300813597,0.0532915762315979,FALSE,"No difference","Terminal/10 DPI"
"TGFBR2",0.592358596017132,0.0539020301310217,FALSE,"No difference","Terminal/10 DPI"
"ITGB2",-0.698616365264952,0.0532351442331399,FALSE,"No difference","Terminal/10 DPI"
"NFATC2",-0.993645480003295,0.0553202961748598,FALSE,"No difference","Terminal/10 DPI"
"ADA",-0.638881496105781,0.0559654608167805,FALSE,"No difference","Terminal/10 DPI"
"TNFSF13B",1.41430540134976,0.0568182314997973,FALSE,"No difference","Terminal/10 DPI"
"CD36",-0.9846362937319,0.0522373715652036,FALSE,"No difference","Terminal/10 DPI"
"TFRC",-1.0817215127148,0.0559654608167805,FALSE,"No difference","Terminal/10 DPI"
"ALOX12",-0.933423608955173,0.0512886644540528,FALSE,"No difference","Terminal/10 DPI"
"SDHA",-0.673540991735197,0.0568182314997973,FALSE,"No difference","Terminal/10 DPI"
"HDAC3",-0.524488077050282,0.0572669423517283,FALSE,"No difference","Terminal/10 DPI"
"IFNAR1",0.594699983194286,0.0586514819482446,FALSE,"No difference","Terminal/10 DPI"
"BCL2",-0.507161348832871,0.0586514819482446,FALSE,"No difference","Terminal/10 DPI"
"PSMB7",-0.593624860194684,0.060232488377061,FALSE,"No difference","Terminal/10 DPI"
"JAK2",0.87925783599924,0.0621531558676585,FALSE,"No difference","Terminal/10 DPI"
"TIGIT",-0.745897422457417,0.0621531558676585,FALSE,"No difference","Terminal/10 DPI"
"C10orf54",0.656160087875804,0.0657496233617863,FALSE,"No difference","Terminal/10 DPI"
"MAFG",-0.588146041371661,0.0653110852527822,FALSE,"No difference","Terminal/10 DPI"
"SIGIRR",-0.966169263286362,0.0653110852527822,FALSE,"No difference","Terminal/10 DPI"
"IFNGR2",0.627318574704381,0.0657608232853115,FALSE,"No difference","Terminal/10 DPI"
"RNASEL",0.613245070221815,0.0651460029710403,FALSE,"No difference","Terminal/10 DPI"
"GUSB",-0.945411801359938,0.0682585135947018,FALSE,"No difference","Terminal/10 DPI"
"TLR6",0.996409163995276,0.0688378587804815,FALSE,"No difference","Terminal/10 DPI"
"TRAF5",-0.697570428326427,0.0689058253224985,FALSE,"No difference","Terminal/10 DPI"
"MYC",-0.716699096202621,0.0690892129048865,FALSE,"No difference","Terminal/10 DPI"
"SMAD5",-0.632761030713865,0.0651460029710403,FALSE,"No difference","Terminal/10 DPI"
"DDIT3",0.727625249422218,0.0689918243175713,FALSE,"No difference","Terminal/10 DPI"
"HPRT1",-0.586515684744542,0.0689058253224985,FALSE,"No difference","Terminal/10 DPI"
"SERPING1",1.57887288025425,0.0689058253224985,FALSE,"No difference","Terminal/10 DPI"
"ANP32B",-0.782806936214374,0.069202562150855,FALSE,"No difference","Terminal/10 DPI"
"CD14",-1.11481628685752,0.0725545667225731,FALSE,"No difference","Terminal/10 DPI"
"GZMH",-1.14877229293188,0.075370981286663,FALSE,"No difference","Terminal/10 DPI"
"CSF1",0.911241315799984,0.0729050748205115,FALSE,"No difference","Terminal/10 DPI"
"CXCL10",2.1582674496998,0.0763878920001967,FALSE,"No difference","Terminal/10 DPI"
"TRAF3",-0.595676440803762,0.0764270651331355,FALSE,"No difference","Terminal/10 DPI"
"CCL5",-0.789766490341473,0.0740058777227127,FALSE,"No difference","Terminal/10 DPI"
"LILRB2",-0.884627617261697,0.0767390994769006,FALSE,"No difference","Terminal/10 DPI"
"CD79B",-0.88319712124886,0.0765015013598959,FALSE,"No difference","Terminal/10 DPI"
"ITGB1",-0.69485954373172,0.077281307112546,FALSE,"No difference","Terminal/10 DPI"
"PRKCB",0.542629126600962,0.0781165634691816,FALSE,"No difference","Terminal/10 DPI"
"IFI16",0.765418562893144,0.0794180642996353,FALSE,"No difference","Terminal/10 DPI"
"TP53",-0.609490776855887,0.0765015013598959,FALSE,"No difference","Terminal/10 DPI"
"CD2",-0.751752422170582,0.0781165634691816,FALSE,"No difference","Terminal/10 DPI"
"CXCR4",0.841298679813685,0.0794180642996353,FALSE,"No difference","Terminal/10 DPI"
"MAP2K1",-0.535579184522899,0.0794180642996353,FALSE,"No difference","Terminal/10 DPI"
"HLA-C",0.626909468758701,0.0781165634691816,FALSE,"No difference","Terminal/10 DPI"
"DDX50",0.732356124795571,0.0853436574806082,FALSE,"No difference","Terminal/10 DPI"
"KLRF1",-1.21244157846403,0.0794180642996353,FALSE,"No difference","Terminal/10 DPI"
"ITGAM",0.676283422614878,0.083332606696488,FALSE,"No difference","Terminal/10 DPI"
"C1QBP",-0.727323240310403,0.0804083040229128,FALSE,"No difference","Terminal/10 DPI"
"LILRA1",-0.872792933691579,0.0841975182410894,FALSE,"No difference","Terminal/10 DPI"
"CD40LG",-0.748725629170374,0.0912983737876275,FALSE,"No difference","Terminal/10 DPI"
"MRC1",0.904398435937029,0.0853436574806082,FALSE,"No difference","Terminal/10 DPI"
"CASP3",0.676915307568486,0.0969710968899557,FALSE,"No difference","Terminal/10 DPI"
"ERCC3",-0.685926767557182,0.0951839049984461,FALSE,"No difference","Terminal/10 DPI"
"CD79A",-0.764586216267473,0.0969710968899557,FALSE,"No difference","Terminal/10 DPI"
"CXCR3",-0.670787112765598,0.0971884403054661,FALSE,"No difference","Terminal/10 DPI"
"PSMB8",0.604495841540871,0.0996543346003339,FALSE,"No difference","Terminal/10 DPI"
"MAP3K7",-0.464683770843464,0.0971884403054661,FALSE,"No difference","Terminal/10 DPI"
"CD99",-0.650738038394202,0.0996543346003339,FALSE,"No difference","Terminal/10 DPI"
"CD81",-0.468807324150072,0.0991886051058548,FALSE,"No difference","Terminal/10 DPI"
"MEF2C",-0.495642044306702,0.0895723714964231,FALSE,"No difference","Terminal/10 DPI"
"BCL3",0.779842202910738,0.0993696519291074,FALSE,"No difference","Terminal/10 DPI"
"IL2RB",-1.26999749747232,0.0996543346003339,FALSE,"No difference","Terminal/10 DPI"
"IKZF3",-0.629400142441439,0.0996543346003339,FALSE,"No difference","Terminal/10 DPI"
"AHR",-0.895532114072258,0.101392049063361,FALSE,"No difference","Terminal/10 DPI"
"B2M",0.678352594068876,0.112239439072471,FALSE,"No difference","Terminal/10 DPI"
"IRF4",-0.864937156767113,0.101394424766941,FALSE,"No difference","Terminal/10 DPI"
"NFKB1",-0.499515409406936,0.100621589858405,FALSE,"No difference","Terminal/10 DPI"
"CD247",-0.680605955171438,0.101394424766941,FALSE,"No difference","Terminal/10 DPI"
"EOMES",-0.726099790250935,0.104424721821774,FALSE,"No difference","Terminal/10 DPI"
"NCR1",1.08656998299417,0.100228938951154,FALSE,"No difference","Terminal/10 DPI"
"TBK1",0.607003964365036,0.10657684141753,FALSE,"No difference","Terminal/10 DPI"
"SRC",-0.732631068662253,0.103080208053295,FALSE,"No difference","Terminal/10 DPI"
"IRAK3",1.01555187828537,0.110854703679766,FALSE,"No difference","Terminal/10 DPI"
"CFL1",-0.50546959649151,0.112239439072471,FALSE,"No difference","Terminal/10 DPI"
"UBB",0.666428454054731,0.122004862791527,FALSE,"No difference","Terminal/10 DPI"
"CD19",-1.04418225014467,0.112239439072471,FALSE,"No difference","Terminal/10 DPI"
"CD58",-0.5670981232385,0.112239439072471,FALSE,"No difference","Terminal/10 DPI"
"ITLN2",0.924206884147956,0.107408715940443,FALSE,"No difference","Terminal/10 DPI"
"ITGAL",-0.582704291996032,0.111741635257592,FALSE,"No difference","Terminal/10 DPI"
"MEF2A",-0.443423073743686,0.110846513949652,FALSE,"No difference","Terminal/10 DPI"
"TIRAP",-0.5912920145776,0.114542843767411,FALSE,"No difference","Terminal/10 DPI"
"CFB",-0.37433866580941,0.101394424766941,FALSE,"No difference","Terminal/10 DPI"
"PPP1R12B",-0.575516222178384,0.109507243640218,FALSE,"No difference","Terminal/10 DPI"
"MSR1",-0.517848918388634,0.103059974114236,FALSE,"No difference","Terminal/10 DPI"
"PDCD1LG2",0.670637628527267,0.114866346146978,FALSE,"No difference","Terminal/10 DPI"
"MAP2K6",-0.475714514973198,0.119202128466866,FALSE,"No difference","Terminal/10 DPI"
"SLAMF6",-0.639232583560235,0.119202128466866,FALSE,"No difference","Terminal/10 DPI"
"SLAMF7",-0.804078225128382,0.117886553636975,FALSE,"No difference","Terminal/10 DPI"
"CD59",0.403990095808751,0.124726930044797,FALSE,"No difference","Terminal/10 DPI"
"GNAQ",0.578814421197839,0.122004862791527,FALSE,"No difference","Terminal/10 DPI"
"TRAF2",-0.482710764217608,0.119202128466866,FALSE,"No difference","Terminal/10 DPI"
"CLEC7A",0.783734643100223,0.128741354432196,FALSE,"No difference","Terminal/10 DPI"
"TRIM39",-0.376854578074978,0.122934443324493,FALSE,"No difference","Terminal/10 DPI"
"AKT3",0.52266904768527,0.135042956839605,FALSE,"No difference","Terminal/10 DPI"
"ABCF1",-0.427072710654461,0.129248578316257,FALSE,"No difference","Terminal/10 DPI"
"IKBKB",-0.455355062862118,0.131722680336326,FALSE,"No difference","Terminal/10 DPI"
"FADD",-0.464378754214164,0.1341180326914,FALSE,"No difference","Terminal/10 DPI"
"CCR1",0.678164803445707,0.131722680336326,FALSE,"No difference","Terminal/10 DPI"
"PTGIR",-0.476884271732198,0.117886553636975,FALSE,"No difference","Terminal/10 DPI"
"CD96",-0.67213938942392,0.131790859370927,FALSE,"No difference","Terminal/10 DPI"
"BAX",-0.540453330831657,0.135067648699935,FALSE,"No difference","Terminal/10 DPI"
"CTSS",0.67495899157346,0.147982274439731,FALSE,"No difference","Terminal/10 DPI"
"LILRB1",-0.445224061038025,0.123335257591585,FALSE,"No difference","Terminal/10 DPI"
"KLRD1",-0.881151789612828,0.144515244510545,FALSE,"No difference","Terminal/10 DPI"
"MIF",-0.68639858644767,0.138677210375968,FALSE,"No difference","Terminal/10 DPI"
"CD86",-0.582650778122767,0.144458089560982,FALSE,"No difference","Terminal/10 DPI"
"XBP1",-0.595049212688783,0.144370795530013,FALSE,"No difference","Terminal/10 DPI"
"TAL1",-0.662892420220875,0.144458089560982,FALSE,"No difference","Terminal/10 DPI"
"ICAM3",0.49579623441811,0.144608198765257,FALSE,"No difference","Terminal/10 DPI"
"PDCD1",-0.459221891836533,0.137893515948268,FALSE,"No difference","Terminal/10 DPI"
"ISG20",0.583396643987184,0.148963325511227,FALSE,"No difference","Terminal/10 DPI"
"SIRPA",0.59638884923994,0.149907197732732,FALSE,"No difference","Terminal/10 DPI"
"PTPRC",0.492656068553487,0.172209253113651,FALSE,"No difference","Terminal/10 DPI"
"IL1R2",1.73583385074356,0.16464956241644,FALSE,"No difference","Terminal/10 DPI"
"IL11RA",-0.610093419683902,0.166013590526926,FALSE,"No difference","Terminal/10 DPI"
"CX3CR1",-1.18796480885035,0.161136216869967,FALSE,"No difference","Terminal/10 DPI"
"C3AR1",-1.052053331608,0.169333530112369,FALSE,"No difference","Terminal/10 DPI"
"ARHGDIB",-0.40106985505949,0.177168572390128,FALSE,"No difference","Terminal/10 DPI"
"MAP4K2",-0.392442525684339,0.168184709303972,FALSE,"No difference","Terminal/10 DPI"
"CD244",0.761072391224832,0.168184709303972,FALSE,"No difference","Terminal/10 DPI"
"DOCK9",-0.647088613030761,0.168056223398773,FALSE,"No difference","Terminal/10 DPI"
"IL15",-0.691175201817466,0.174099862908397,FALSE,"No difference","Terminal/10 DPI"
"PRF1",-0.632695999004339,0.180547582110388,FALSE,"No difference","Terminal/10 DPI"
"SMAD2",-0.358990176311451,0.172989440083585,FALSE,"No difference","Terminal/10 DPI"
"MYD88",-0.529145025697723,0.174698587565298,FALSE,"No difference","Terminal/10 DPI"
"REPS1",-0.340869217023422,0.180134133576696,FALSE,"No difference","Terminal/10 DPI"
"CLEC4A",1.52882120805655,0.184820100540375,FALSE,"No difference","Terminal/10 DPI"
"MAP4K4",0.518393367603013,0.19046546404091,FALSE,"No difference","Terminal/10 DPI"
"CMKLR1",-0.637211773020427,0.181294414281622,FALSE,"No difference","Terminal/10 DPI"
"MAPK8",-0.423387977546823,0.188074147875892,FALSE,"No difference","Terminal/10 DPI"
"TNFSF8",0.441839701210224,0.191112295955308,FALSE,"No difference","Terminal/10 DPI"
"AGER",-0.48237569694543,0.174698587565298,FALSE,"No difference","Terminal/10 DPI"
"MAP3K1",-0.323847685766248,0.202503684504544,FALSE,"No difference","Terminal/10 DPI"
"PSMC2",-0.360808405028639,0.207900864095152,FALSE,"No difference","Terminal/10 DPI"
"CCR7",0.558492550193148,0.212802599052397,FALSE,"No difference","Terminal/10 DPI"
"ICAM2",-0.334798457561122,0.212802599052397,FALSE,"No difference","Terminal/10 DPI"
"ATG10",-0.411979424897245,0.21791555207133,FALSE,"No difference","Terminal/10 DPI"
"CXCL12",-0.373706893531145,0.197334327939947,FALSE,"No difference","Terminal/10 DPI"
"PLAUR",1.14687123593698,0.221614001812929,FALSE,"No difference","Terminal/10 DPI"
"CSF2RB",0.425369751581833,0.221322506208275,FALSE,"No difference","Terminal/10 DPI"
"IKBKAP",-0.361366893888548,0.228846084586693,FALSE,"No difference","Terminal/10 DPI"
"F13A1",-0.753813185311783,0.231856148908776,FALSE,"No difference","Terminal/10 DPI"
"PSMB9",0.453178205944097,0.240315936093897,FALSE,"No difference","Terminal/10 DPI"
"RAF1",0.357119767355479,0.229061459051658,FALSE,"No difference","Terminal/10 DPI"
"IRF5",0.383283946727672,0.234397337129765,FALSE,"No difference","Terminal/10 DPI"
"HLA-B",0.484324071627825,0.256412792889421,FALSE,"No difference","Terminal/10 DPI"
"CREB1",0.35520509274992,0.237041661684209,FALSE,"No difference","Terminal/10 DPI"
"GZMB",-0.611714315141793,0.259097147721917,FALSE,"No difference","Terminal/10 DPI"
"HLA-DPA1",-0.981845385942375,0.246324236424474,FALSE,"No difference","Terminal/10 DPI"
"STAT5B",0.492585523963271,0.246402964318877,FALSE,"No difference","Terminal/10 DPI"
"DEFB1",-0.502555184810835,0.219754630175767,FALSE,"No difference","Terminal/10 DPI"
"CHUK",-0.377742407786081,0.249484997653624,FALSE,"No difference","Terminal/10 DPI"
"CCL22",-0.705007957519308,0.216778089610986,FALSE,"No difference","Terminal/10 DPI"
"MAPK14",0.47521020341309,0.246402964318877,FALSE,"No difference","Terminal/10 DPI"
"IL12RB2",-0.478125791699416,0.256412792889421,FALSE,"No difference","Terminal/10 DPI"
"ITGA2B",-0.944513289353322,0.25834385659757,FALSE,"No difference","Terminal/10 DPI"
"LTF",1.00455801245498,0.251392746425862,FALSE,"No difference","Terminal/10 DPI"
"IFNB1",0.451674810551523,0.240315936093897,FALSE,"No difference","Terminal/10 DPI"
"ITGA6",-0.539585720207534,0.260955392260685,FALSE,"No difference","Terminal/10 DPI"
"IL2RA",0.293566054473771,0.246402964318877,FALSE,"No difference","Terminal/10 DPI"
"CRADD",-0.313463056101081,0.249316722066706,FALSE,"No difference","Terminal/10 DPI"
"IKZF1",-0.345382351911207,0.267197270728235,FALSE,"No difference","Terminal/10 DPI"
"CD55",0.69576918813573,0.284153584099584,FALSE,"No difference","Terminal/10 DPI"
"APP",-0.292541450235731,0.2605077805237,FALSE,"No difference","Terminal/10 DPI"
"SLAMF1",-0.381852254397923,0.26996630060994,FALSE,"No difference","Terminal/10 DPI"
"CASP8",0.378124577140555,0.279381884156127,FALSE,"No difference","Terminal/10 DPI"
"CCR3",-0.403216034808866,0.273552764345251,FALSE,"No difference","Terminal/10 DPI"
"JAK1",-0.295995418661951,0.28451145185183,FALSE,"No difference","Terminal/10 DPI"
"IRAK2",0.312166090175484,0.275690441069947,FALSE,"No difference","Terminal/10 DPI"
"EGR1",-0.714482719569136,0.260955392260685,FALSE,"No difference","Terminal/10 DPI"
"TLR5",0.604954660408066,0.279381884156127,FALSE,"No difference","Terminal/10 DPI"
"IL7",-0.470508838543431,0.286493859952069,FALSE,"No difference","Terminal/10 DPI"
"CEACAM6",-0.29601718650858,0.247358203053009,FALSE,"No difference","Terminal/10 DPI"
"HLA-A",1.14000976856278,0.304067097568461,FALSE,"No difference","Terminal/10 DPI"
"BID",-0.315563384848556,0.284774068382253,FALSE,"No difference","Terminal/10 DPI"
"FCGRT",0.386169589149756,0.288211126381618,FALSE,"No difference","Terminal/10 DPI"
"CCL3",1.2788150153687,0.279381884156127,FALSE,"No difference","Terminal/10 DPI"
"PSMD7",-0.294775418037895,0.285973953144328,FALSE,"No difference","Terminal/10 DPI"
"ATG12",-0.341245094611002,0.286256078966167,FALSE,"No difference","Terminal/10 DPI"
"IKZF2",-0.514186996871287,0.304067097568461,FALSE,"No difference","Terminal/10 DPI"
"TNFSF13",-0.527678796656069,0.304067097568461,FALSE,"No difference","Terminal/10 DPI"
"MEF2D",-0.357185903314162,0.309965218765062,FALSE,"No difference","Terminal/10 DPI"
"SYK",0.356555930036796,0.302033563394157,FALSE,"No difference","Terminal/10 DPI"
"NOTCH2",-0.400373321613978,0.302731383813136,FALSE,"No difference","Terminal/10 DPI"
"TARP",-0.776011401011974,0.302731383813136,FALSE,"No difference","Terminal/10 DPI"
"KIR3DL2",0.520379672772116,0.313810723741689,FALSE,"No difference","Terminal/10 DPI"
"IL17RA",0.527216430570308,0.313810723741689,FALSE,"No difference","Terminal/10 DPI"
"SKI",-0.60756640977093,0.319611717352497,FALSE,"No difference","Terminal/10 DPI"
"NOTCH1",-0.569936338799566,0.337568692875043,FALSE,"No difference","Terminal/10 DPI"
"USP9Y",-0.302388321452192,0.337568692875043,FALSE,"No difference","Terminal/10 DPI"
"ENTPD1",-0.338385787650148,0.313810723741689,FALSE,"No difference","Terminal/10 DPI"
"PLAU",-0.270651069109478,0.293478963242857,FALSE,"No difference","Terminal/10 DPI"
"GNAS",-0.393553935962485,0.364260321780569,FALSE,"No difference","Terminal/10 DPI"
"TNFRSF17",-0.672266349545339,0.318224123479301,FALSE,"No difference","Terminal/10 DPI"
"FOS",0.527429366540654,0.364260321780569,FALSE,"No difference","Terminal/10 DPI"
"GNB1",-0.273979595261453,0.364260321780569,FALSE,"No difference","Terminal/10 DPI"
"CD47",-0.267942853400166,0.364497550497955,FALSE,"No difference","Terminal/10 DPI"
"CCL2",-0.510714605428392,0.312153552237637,FALSE,"No difference","Terminal/10 DPI"
"TNFRSF4",-0.28401099473025,0.305036046949104,FALSE,"No difference","Terminal/10 DPI"
"BIRC2",0.253676654753034,0.35874801744459,FALSE,"No difference","Terminal/10 DPI"
"HAVCR2",0.345213693535156,0.35874801744459,FALSE,"No difference","Terminal/10 DPI"
"IL10RB",0.283046972342159,0.366968187292294,FALSE,"No difference","Terminal/10 DPI"
"NLRP3",-0.394623592376168,0.366968187292294,FALSE,"No difference","Terminal/10 DPI"
"TRAF4",-0.381346160750361,0.379784968435613,FALSE,"No difference","Terminal/10 DPI"
"HSH2D",0.291474378854559,0.397274017461381,FALSE,"No difference","Terminal/10 DPI"
"CD1D",-0.289976668527745,0.397274017461381,FALSE,"No difference","Terminal/10 DPI"
"CD164",0.313563061763398,0.407580807758063,FALSE,"No difference","Terminal/10 DPI"
"MAX",0.259809963675343,0.418152021706301,FALSE,"No difference","Terminal/10 DPI"
"DPP4",-0.286347657261723,0.39627376578292,FALSE,"No difference","Terminal/10 DPI"
"IL18",-0.44824129971835,0.397274017461381,FALSE,"No difference","Terminal/10 DPI"
"OAZ1",0.296582566030212,0.462486927644978,FALSE,"No difference","Terminal/10 DPI"
"NFKB2",-0.295856033106379,0.408146293367048,FALSE,"No difference","Terminal/10 DPI"
"BCAP31",-0.244585641010929,0.395409762051095,FALSE,"No difference","Terminal/10 DPI"
"TRAF6",0.20471053999706,0.402816857643657,FALSE,"No difference","Terminal/10 DPI"
"RELB",-0.346037677546063,0.384139325476133,FALSE,"No difference","Terminal/10 DPI"
"RELA",-0.306305248931686,0.411461542799344,FALSE,"No difference","Terminal/10 DPI"
"CXCL11",0.750879786713142,0.397274017461381,FALSE,"No difference","Terminal/10 DPI"
"GP1BB",-0.616182090279585,0.407580807758063,FALSE,"No difference","Terminal/10 DPI"
"CYBB",0.383388643933289,0.439923462904202,FALSE,"No difference","Terminal/10 DPI"
"NOD1",-0.249374092648099,0.397274017461381,FALSE,"No difference","Terminal/10 DPI"
"CXCR6",-0.449113636354369,0.382475754564881,FALSE,"No difference","Terminal/10 DPI"
"CLEC6A",0.367805149297546,0.402816857643657,FALSE,"No difference","Terminal/10 DPI"
"CXCL6",0.323592422282447,0.39627376578292,FALSE,"No difference","Terminal/10 DPI"
"PPBP",-0.513335810811725,0.479191321124253,FALSE,"No difference","Terminal/10 DPI"
"TNFSF10",0.284989178085042,0.430315558397817,FALSE,"No difference","Terminal/10 DPI"
"TNFRSF1B",-0.237558632104918,0.42082609747819,FALSE,"No difference","Terminal/10 DPI"
"RAG1",0.250527622291832,0.388101459248505,FALSE,"No difference","Terminal/10 DPI"
"IL6R",0.350323944917058,0.421607631613124,FALSE,"No difference","Terminal/10 DPI"
"CD7",-0.486882330612099,0.423752216314716,FALSE,"No difference","Terminal/10 DPI"
"BTLA",-0.285682034618985,0.387701854514319,FALSE,"No difference","Terminal/10 DPI"
"KEAP1",-0.322528402507626,0.397274017461381,FALSE,"No difference","Terminal/10 DPI"
"CD46",-0.230710382709182,0.458473123608928,FALSE,"No difference","Terminal/10 DPI"
"PSMB10",-0.261498118349397,0.441311813376916,FALSE,"No difference","Terminal/10 DPI"
"EWSR1",-0.17708530318505,0.463483732772532,FALSE,"No difference","Terminal/10 DPI"
"NUP107",-0.18709265901746,0.462658868445213,FALSE,"No difference","Terminal/10 DPI"
"PDCD2",-0.264038667604105,0.456654568434501,FALSE,"No difference","Terminal/10 DPI"
"IL7R",-0.224354202600452,0.484810575922669,FALSE,"No difference","Terminal/10 DPI"
"ATF2",-0.19621524400908,0.460104626084545,FALSE,"No difference","Terminal/10 DPI"
"FASLG",-0.448994037915909,0.479191321124253,FALSE,"No difference","Terminal/10 DPI"
"MAF",-0.222291926410122,0.479191321124253,FALSE,"No difference","Terminal/10 DPI"
"TRAF1",-0.368576810926787,0.460104626084545,FALSE,"No difference","Terminal/10 DPI"
"TNFRSF14",-0.217695492750608,0.479715040336524,FALSE,"No difference","Terminal/10 DPI"
"JUN",0.406274252927022,0.459894530590713,FALSE,"No difference","Terminal/10 DPI"
"PTGER4",0.354373861690416,0.474856313585457,FALSE,"No difference","Terminal/10 DPI"
"TGFB2",-0.315413902298811,0.4219767999835,FALSE,"No difference","Terminal/10 DPI"
"FOXP3",-0.242466807932589,0.406574796044198,FALSE,"No difference","Terminal/10 DPI"
"TYK2",-0.25906475268806,0.462486927644978,FALSE,"No difference","Terminal/10 DPI"
"BLNK",-0.265770168218642,0.47842903663594,FALSE,"No difference","Terminal/10 DPI"
"C1QB",-0.745048970659801,0.467488498622032,FALSE,"No difference","Terminal/10 DPI"
"MKNK1",0.228962548943782,0.483580615127097,FALSE,"No difference","Terminal/10 DPI"
"CCL17",-0.221375065836994,0.409817568457346,FALSE,"No difference","Terminal/10 DPI"
"LILRB4",-0.283837057164196,0.420084078879127,FALSE,"No difference","Terminal/10 DPI"
"TMEM173",0.323825035228747,0.499473379489425,FALSE,"No difference","Terminal/10 DPI"
"ICOS",-0.208893399744058,0.510228338115846,FALSE,"No difference","Terminal/10 DPI"
"TNFRSF13C",-0.422036841433565,0.462486927644978,FALSE,"No difference","Terminal/10 DPI"
"UBE2L3",0.171135046236699,0.530207475153817,FALSE,"No difference","Terminal/10 DPI"
"ROCK2",-0.178194366114949,0.528595957865432,FALSE,"No difference","Terminal/10 DPI"
"IKBKG",-0.226787479224237,0.480003415607032,FALSE,"No difference","Terminal/10 DPI"
"ZEB1",0.196883235723709,0.519487753580692,FALSE,"No difference","Terminal/10 DPI"
"CD82",-0.327727520068642,0.521055235494938,FALSE,"No difference","Terminal/10 DPI"
"MEF2BNB",0.207550640377856,0.484810575922669,FALSE,"No difference","Terminal/10 DPI"
"CD48",-0.188887969744597,0.599365008672658,FALSE,"No difference","Terminal/10 DPI"
"IRF8",-0.255061704716129,0.577504629921023,FALSE,"No difference","Terminal/10 DPI"
"THBS1",-0.575588507059411,0.546096079902392,FALSE,"No difference","Terminal/10 DPI"
"IL29",0.218599844342426,0.510228338115846,FALSE,"No difference","Terminal/10 DPI"
"MBP",0.298508704968938,0.522901078815709,FALSE,"No difference","Terminal/10 DPI"
"CCND3",-0.163843890013833,0.595520259587098,FALSE,"No difference","Terminal/10 DPI"
"IL21R",-0.224730194604454,0.583277013490904,FALSE,"No difference","Terminal/10 DPI"
"MAPK1",-0.172309974118701,0.593100277766114,FALSE,"No difference","Terminal/10 DPI"
"TAPBP",0.210430909598662,0.601789092853886,FALSE,"No difference","Terminal/10 DPI"
"RUNX1",-0.149810436417809,0.563134833074731,FALSE,"No difference","Terminal/10 DPI"
"TNFSF12",-0.199002517272469,0.595520259587098,FALSE,"No difference","Terminal/10 DPI"
"LTB",0.171455099445184,0.572467204231981,FALSE,"No difference","Terminal/10 DPI"
"PLA2G4A",0.154402152477926,0.583086658940677,FALSE,"No difference","Terminal/10 DPI"
"JAK3",-0.210680310980383,0.595270546953875,FALSE,"No difference","Terminal/10 DPI"
"CCR4",0.239070140255057,0.601789092853886,FALSE,"No difference","Terminal/10 DPI"
"CD1A",-0.251232531501141,0.510050794142417,FALSE,"No difference","Terminal/10 DPI"
"CDC42",-0.168741116221474,0.668642398792677,FALSE,"No difference","Terminal/10 DPI"
"IL16",0.164084286042398,0.635165676376018,FALSE,"No difference","Terminal/10 DPI"
"PYCARD",-0.214807062946155,0.627946225366132,FALSE,"No difference","Terminal/10 DPI"
"CD9",0.340917997811486,0.638189093031162,FALSE,"No difference","Terminal/10 DPI"
"TGFBR1",0.17218326421265,0.62323814251041,FALSE,"No difference","Terminal/10 DPI"
"BCL2L1",0.215945385521634,0.689498898396663,FALSE,"No difference","Terminal/10 DPI"
"C4BPA",-0.631663743205241,0.64794641496394,FALSE,"No difference","Terminal/10 DPI"
"PRKCD",0.16040051962406,0.62323814251041,FALSE,"No difference","Terminal/10 DPI"
"RIPK1",-0.141602720640333,0.638902313817934,FALSE,"No difference","Terminal/10 DPI"
"XCL1",0.455634538804597,0.62323814251041,FALSE,"No difference","Terminal/10 DPI"
"IFNG",-0.305889190732302,0.590989619917859,FALSE,"No difference","Terminal/10 DPI"
"CD163",-0.33282550947663,0.545856770880322,FALSE,"No difference","Terminal/10 DPI"
"C4B",0.282326325496337,0.638579020578719,FALSE,"No difference","Terminal/10 DPI"
"MME",-0.224846979410156,0.62323814251041,FALSE,"No difference","Terminal/10 DPI"
"C1QA",-0.438929899746952,0.668642398792677,FALSE,"No difference","Terminal/10 DPI"
"CR1",0.303684797448597,0.62323814251041,FALSE,"No difference","Terminal/10 DPI"
"LILRA2",-0.71207446234162,0.638902313817934,FALSE,"No difference","Terminal/10 DPI"
"CD38",-0.250362989668936,0.65195904814005,FALSE,"No difference","Terminal/10 DPI"
"LILRA4",0.287819389283618,0.601789092853886,FALSE,"No difference","Terminal/10 DPI"
"CD97",-0.178743739805068,0.707238405859611,FALSE,"No difference","Terminal/10 DPI"
