"Gene","logFC","padj","Significant","Regulation","Timepoint"
"TNFRSF4",-0.327195948108274,0.747415010183028,FALSE,"No difference","4 DPI"
"UBB",-0.65758716815812,0.747415010183028,FALSE,"No difference","4 DPI"
"IL27",-0.384720135115432,0.747415010183028,FALSE,"No difference","4 DPI"
"PDCD1LG2",0.280336873421558,0.747415010183028,FALSE,"No difference","4 DPI"
"DDX50",-0.605746745767426,0.747415010183028,FALSE,"No difference","4 DPI"
"TCF7",0.598935301873224,0.747415010183028,FALSE,"No difference","4 DPI"
"AKT3",-0.50856866971052,0.747415010183028,FALSE,"No difference","4 DPI"
"PDGFB",-0.427644522793786,0.747415010183028,FALSE,"No difference","4 DPI"
"TAPBP",0.311530175907748,0.747415010183028,FALSE,"No difference","4 DPI"
"CD80",0.302985064426147,0.747415010183028,FALSE,"No difference","4 DPI"
"FASLG",0.467216026303094,0.747415010183028,FALSE,"No difference","4 DPI"
"CD3E",0.405301628036991,0.747415010183028,FALSE,"No difference","4 DPI"
"IL2RG",0.453112876260031,0.747415010183028,FALSE,"No difference","4 DPI"
"PDCD1",-0.393633156653731,0.747415010183028,FALSE,"No difference","4 DPI"
"CCR3",0.702938091300975,0.747415010183028,FALSE,"No difference","4 DPI"
"IRAK3",-0.581322844204822,0.747415010183028,FALSE,"No difference","4 DPI"
"CASP2",0.393294925346646,0.753133814146115,FALSE,"No difference","4 DPI"
"ATG10",-0.383619393358117,0.753133814146115,FALSE,"No difference","4 DPI"
"DOCK9",0.434324113261942,0.753133814146115,FALSE,"No difference","4 DPI"
"NT5E",-0.267396061550905,0.747415010183028,FALSE,"No difference","4 DPI"
"TGFB2",-0.567136224308352,0.747415010183028,FALSE,"No difference","4 DPI"
"HAVCR2",0.261447536241933,0.747415010183028,FALSE,"No difference","4 DPI"
"GZMH",0.686325941200007,0.776614520570354,FALSE,"No difference","4 DPI"
"IRF8",-0.270058366758243,0.766598730417555,FALSE,"No difference","4 DPI"
"IFIH1",0.367005384821974,0.781927727810742,FALSE,"No difference","4 DPI"
"BST2",0.296509653137614,0.766598730417555,FALSE,"No difference","4 DPI"
"CD244",0.650002037026551,0.766598730417555,FALSE,"No difference","4 DPI"
"CMA1",0.345024422566988,0.778942203277261,FALSE,"No difference","4 DPI"
"CXCR1",-1.05353495151187,0.774325756854568,FALSE,"No difference","4 DPI"
"PPBP",-0.360442443752968,0.832807670017079,FALSE,"No difference","4 DPI"
"HLA-DPA1",0.678270162520048,0.80743501395522,FALSE,"No difference","4 DPI"
"CD96",0.404948750948931,0.806035359703802,FALSE,"No difference","4 DPI"
"NFATC2",0.538852120336552,0.821130436816138,FALSE,"No difference","4 DPI"
"CD1C",-0.226635246815402,0.828317700795437,FALSE,"No difference","4 DPI"
"XBP1",0.222141643913083,0.81654289444378,FALSE,"No difference","4 DPI"
"HLA-DRA",-0.271877206558331,0.856632780581427,FALSE,"No difference","4 DPI"
"CD97",0.415820786118141,0.828317700795437,FALSE,"No difference","4 DPI"
"FOS",-0.621487328997992,0.832807670017079,FALSE,"No difference","4 DPI"
"XCL1",0.338059397127993,0.832807670017079,FALSE,"No difference","4 DPI"
"BLNK",-0.25370996154696,0.832807670017079,FALSE,"No difference","4 DPI"
"ZAP70",0.489642251667492,0.832807670017079,FALSE,"No difference","4 DPI"
"TUBB",0.29702299835351,0.832807670017079,FALSE,"No difference","4 DPI"
"ATG12",0.18038987129149,0.832807670017079,FALSE,"No difference","4 DPI"
"BID",-0.22931656538927,0.832807670017079,FALSE,"No difference","4 DPI"
"CD2",0.340524096300475,0.848275087773905,FALSE,"No difference","4 DPI"
"CD59",0.222602229287487,0.848275087773905,FALSE,"No difference","4 DPI"
"NFKBIA",-0.297264826385442,0.833155176481029,FALSE,"No difference","4 DPI"
"GNAQ",-0.246258548296435,0.832807670017079,FALSE,"No difference","4 DPI"
"TNFSF4",-0.27443501907998,0.832807670017079,FALSE,"No difference","4 DPI"
"PTGS2",-0.705746332366728,0.856632780581427,FALSE,"No difference","4 DPI"
"ITGA2B",-0.421644779331249,0.856632780581427,FALSE,"No difference","4 DPI"
"CD55",-0.556989550023216,0.858335097932381,FALSE,"No difference","4 DPI"
"PSMB9",-0.228562064407893,0.858335097932381,FALSE,"No difference","4 DPI"
"CTLA4",0.387442522625731,0.858335097932381,FALSE,"No difference","4 DPI"
"CEACAM1",0.338768012929417,0.858335097932381,FALSE,"No difference","4 DPI"
"CD6",0.28607785699479,0.856632780581427,FALSE,"No difference","4 DPI"
"PTGFR",-0.290351428300268,0.848275087773905,FALSE,"No difference","4 DPI"
"PTK2",-0.378687971566956,0.856632780581427,FALSE,"No difference","4 DPI"
"MEF2A",0.233691401402318,0.858335097932381,FALSE,"No difference","4 DPI"
"PPIA",-0.223141021067468,0.861055470434735,FALSE,"No difference","4 DPI"
"CLU",-0.247531087025321,0.858335097932381,FALSE,"No difference","4 DPI"
"USP9Y",-0.298775739516334,0.858335097932381,FALSE,"No difference","4 DPI"
"CCND3",-0.232778392402011,0.858335097932381,FALSE,"No difference","4 DPI"
"CCL8",-0.586794952377927,0.858335097932381,FALSE,"No difference","4 DPI"
"GZMK",0.311601050544976,0.858335097932381,FALSE,"No difference","4 DPI"
"HLA-A",0.806180344125437,0.858335097932381,FALSE,"No difference","4 DPI"
"C1QB",0.456064648663673,0.858335097932381,FALSE,"No difference","4 DPI"
"BAX",-0.201084680142859,0.858335097932381,FALSE,"No difference","4 DPI"
"LTB",0.288048547163609,0.858335097932381,FALSE,"No difference","4 DPI"
"PLCB1",-0.289491160199583,0.858335097932381,FALSE,"No difference","4 DPI"
"BCL3",-0.330245966208606,0.858335097932381,FALSE,"No difference","4 DPI"
"RIPK1",0.212551115180456,0.858335097932381,FALSE,"No difference","4 DPI"
"MAFG",0.207555398623832,0.858335097932381,FALSE,"No difference","4 DPI"
"FCAR",-0.614673262173583,0.858335097932381,FALSE,"No difference","4 DPI"
"MME",-0.534021010391939,0.858335097932381,FALSE,"No difference","4 DPI"
"MAP2K4",-0.268063540920396,0.858335097932381,FALSE,"No difference","4 DPI"
"DDX58",-0.404933569022333,0.861055470434735,FALSE,"No difference","4 DPI"
"OAZ1",-0.401802746231581,0.943103350723373,FALSE,"No difference","4 DPI"
"PSMB10",0.181089036603664,0.858335097932381,FALSE,"No difference","4 DPI"
"GUSB",-0.283956754753067,0.860595663871017,FALSE,"No difference","4 DPI"
"STAT5A",0.165071281181074,0.858335097932381,FALSE,"No difference","4 DPI"
"BATF3",-0.355256188238264,0.858335097932381,FALSE,"No difference","4 DPI"
"ERCC3",0.238029362602955,0.861055470434735,FALSE,"No difference","4 DPI"
"IL1RN",-0.578878613299711,0.858335097932381,FALSE,"No difference","4 DPI"
"MAPK11",0.169728691769144,0.858335097932381,FALSE,"No difference","4 DPI"
"CCL2",0.662770731701459,0.861055470434735,FALSE,"No difference","4 DPI"
"KLRB1",-0.275540086427081,0.860595663871017,FALSE,"No difference","4 DPI"
"NCR1",0.315446046420159,0.860595663871017,FALSE,"No difference","4 DPI"
"GZMA",0.363954008720088,0.867039681923178,FALSE,"No difference","4 DPI"
"HMGB2",0.171158600150404,0.861055470434735,FALSE,"No difference","4 DPI"
"MSR1",-0.275651768855972,0.858335097932381,FALSE,"No difference","4 DPI"
"CD9",-0.345554891069384,0.867039681923178,FALSE,"No difference","4 DPI"
"NFKBIZ",0.189565864964356,0.867039681923178,FALSE,"No difference","4 DPI"
"TNFSF13B",-0.426861750190364,0.869696452957865,FALSE,"No difference","4 DPI"
"FN1",-0.381716144865781,0.861055470434735,FALSE,"No difference","4 DPI"
"CD40LG",0.225381532864474,0.867039681923178,FALSE,"No difference","4 DPI"
"CTNNB1",0.245312712845006,0.867039681923178,FALSE,"No difference","4 DPI"
"C4BPA",-1.16415744417798,0.867039681923178,FALSE,"No difference","4 DPI"
"IL21R",0.338435299675347,0.867039681923178,FALSE,"No difference","4 DPI"
"FCER1A",0.328049381677848,0.867039681923178,FALSE,"No difference","4 DPI"
"LILRA3",0.568170125762094,0.867039681923178,FALSE,"No difference","4 DPI"
"MAPK3",0.215160616222041,0.867039681923178,FALSE,"No difference","4 DPI"
"CCR4",0.248577333258197,0.867039681923178,FALSE,"No difference","4 DPI"
"SOCS3",0.532659931074685,0.867039681923178,FALSE,"No difference","4 DPI"
"CD1D",-0.188956066170589,0.867039681923178,FALSE,"No difference","4 DPI"
"IFIT2",-0.552232384745247,0.929475598433901,FALSE,"No difference","4 DPI"
"FCER1G",0.194813427014696,0.887302000555655,FALSE,"No difference","4 DPI"
"CD19",-0.293115361373338,0.881215437863072,FALSE,"No difference","4 DPI"
"LTF",-0.409387147830651,0.867039681923178,FALSE,"No difference","4 DPI"
"HSH2D",-0.3786800181082,0.867039681923178,FALSE,"No difference","4 DPI"
"TBXA2R",-0.236338563658435,0.867039681923178,FALSE,"No difference","4 DPI"
"ELK1",-0.26310316423482,0.867039681923178,FALSE,"No difference","4 DPI"
"RNASEL",-0.262093581243899,0.887280457954021,FALSE,"No difference","4 DPI"
"IFIT1",-0.360927383397406,0.948422617819993,FALSE,"No difference","4 DPI"
"SLC2A1",-0.32058575741519,0.887280457954021,FALSE,"No difference","4 DPI"
"TRIM39",0.247591922219677,0.881215437863072,FALSE,"No difference","4 DPI"
"MALT1",0.210852683418041,0.867039681923178,FALSE,"No difference","4 DPI"
"DEFA1",-0.536579725081772,0.869696452957865,FALSE,"No difference","4 DPI"
"TARP",0.424557266763285,0.881215437863072,FALSE,"No difference","4 DPI"
"IFI16",-0.214495243633213,0.943103350723373,FALSE,"No difference","4 DPI"
"LILRB1",-0.243065037971327,0.867039681923178,FALSE,"No difference","4 DPI"
"ANP32B",0.200008928311499,0.869696452957865,FALSE,"No difference","4 DPI"
"ABCF1",0.218719231247212,0.887302000555655,FALSE,"No difference","4 DPI"
"TIRAP",-0.177480202038914,0.887302000555655,FALSE,"No difference","4 DPI"
"CTSS",-0.198884991804853,0.948422617819993,FALSE,"No difference","4 DPI"
"CASP8",0.148932516186564,0.887302000555655,FALSE,"No difference","4 DPI"
"RPS6KA5",-0.179528416659338,0.881215437863072,FALSE,"No difference","4 DPI"
"MAPK1",0.215172184154749,0.887280457954021,FALSE,"No difference","4 DPI"
"B2M",-0.107046483599134,0.948422617819993,FALSE,"No difference","4 DPI"
"PLA2G4A",-0.20079828863888,0.890324166913017,FALSE,"No difference","4 DPI"
"FLT3LG",0.216237383189132,0.887280457954021,FALSE,"No difference","4 DPI"
"ISG20",-0.221807474976822,0.908391146468343,FALSE,"No difference","4 DPI"
"KLRD1",0.418452991668717,0.903697070440428,FALSE,"No difference","4 DPI"
"SLAMF6",0.214953842249081,0.914861872984089,FALSE,"No difference","4 DPI"
"HMGB1",-0.180034569026216,0.948422617819993,FALSE,"No difference","4 DPI"
"TNFRSF1B",-0.210564367101156,0.887302000555655,FALSE,"No difference","4 DPI"
"TAP1",0.17835675575526,0.948422617819993,FALSE,"No difference","4 DPI"
"ALOX12",-0.246739203177345,0.887302000555655,FALSE,"No difference","4 DPI"
"MAP4K2",0.171428308140007,0.920648490879403,FALSE,"No difference","4 DPI"
"TNFSF14",0.180344556974102,0.921369836229468,FALSE,"No difference","4 DPI"
"HDAC3",0.178279142101951,0.914861872984089,FALSE,"No difference","4 DPI"
"LIMK1",-0.190447952089577,0.887302000555655,FALSE,"No difference","4 DPI"
"TNFSF11",-0.153741711338766,0.887280457954021,FALSE,"No difference","4 DPI"
"MCL1",0.156283157190666,0.948422617819993,FALSE,"No difference","4 DPI"
"RELA",-0.193093446117557,0.943103350723373,FALSE,"No difference","4 DPI"
"IRF5",-0.183794066346938,0.920648490879403,FALSE,"No difference","4 DPI"
"IGF2R",-0.334954052522445,0.943103350723373,FALSE,"No difference","4 DPI"
"IL4",-0.168431401047861,0.887302000555655,FALSE,"No difference","4 DPI"
"PSMB8",0.134047474756267,0.948422617819993,FALSE,"No difference","4 DPI"
"SDHA",0.173125553210522,0.933570583659534,FALSE,"No difference","4 DPI"
"DPP4",0.20725544797958,0.943103350723373,FALSE,"No difference","4 DPI"
"MIF",0.189177226073323,0.921369836229468,FALSE,"No difference","4 DPI"
"MX1",-0.221754351400289,0.948422617819993,FALSE,"No difference","4 DPI"
"ATF2",-0.152724532616102,0.929493036112928,FALSE,"No difference","4 DPI"
"SOCS1",0.285470194381206,0.943103350723373,FALSE,"No difference","4 DPI"
"CEBPB",-0.184923009230628,0.925618919100877,FALSE,"No difference","4 DPI"
"CD99",-0.169379727328836,0.948422617819993,FALSE,"No difference","4 DPI"
"TFRC",-0.359367116871197,0.948422617819993,FALSE,"No difference","4 DPI"
"KLRF2",-0.167498358484815,0.918915402087213,FALSE,"No difference","4 DPI"
"IL11RA",0.21875989143886,0.948422617819993,FALSE,"No difference","4 DPI"
"ITGA6",0.203426545541584,0.948422617819993,FALSE,"No difference","4 DPI"
"ICOS",-0.188702078811631,0.948422617819993,FALSE,"No difference","4 DPI"
"ALOX5",0.164907638915114,0.948422617819993,FALSE,"No difference","4 DPI"
"MAP4K1",0.232637424013093,0.948422617819993,FALSE,"No difference","4 DPI"
"SMAD2",0.125483804028566,0.943103350723373,FALSE,"No difference","4 DPI"
"PSMD7",0.164287997078956,0.948422617819993,FALSE,"No difference","4 DPI"
"CTSC",-0.152699413869501,0.948422617819993,FALSE,"No difference","4 DPI"
"SELL",-0.216290203528663,0.948422617819993,FALSE,"No difference","4 DPI"
"CD48",-0.131899397770104,0.948422617819993,FALSE,"No difference","4 DPI"
"CD74",0.0897456203205174,0.948422617819993,FALSE,"No difference","4 DPI"
"CUL9",0.157661566402141,0.948422617819993,FALSE,"No difference","4 DPI"
"S100A9",-0.135586335607108,0.978538663061639,FALSE,"No difference","4 DPI"
"APP",0.17462350407901,0.948422617819993,FALSE,"No difference","4 DPI"
"MAP2K1",0.144129313826673,0.948422617819993,FALSE,"No difference","4 DPI"
"TAL1",-0.338045434044685,0.948422617819993,FALSE,"No difference","4 DPI"
"FAS",0.21840394611765,0.948422617819993,FALSE,"No difference","4 DPI"
"OAS2",-0.116256879146505,0.948422617819993,FALSE,"No difference","4 DPI"
"CARD9",0.167475397823416,0.948422617819993,FALSE,"No difference","4 DPI"
"TSLP",-0.260893702209205,0.943103350723373,FALSE,"No difference","4 DPI"
"IFIT3",-0.133072995460186,0.948422617819993,FALSE,"No difference","4 DPI"
"IFITM1",-0.0124790135959092,0.991617541264548,FALSE,"No difference","4 DPI"
"TNFSF12",-0.135329672548728,0.948422617819993,FALSE,"No difference","4 DPI"
"BTLA",-0.198576073597784,0.948422617819993,FALSE,"No difference","4 DPI"
"CD86",0.125239668600679,0.948422617819993,FALSE,"No difference","4 DPI"
"LEF1",0.278062795578052,0.948422617819993,FALSE,"No difference","4 DPI"
"MAX",-0.153446889673765,0.948422617819993,FALSE,"No difference","4 DPI"
"LY96",-0.397029141000269,0.948422617819993,FALSE,"No difference","4 DPI"
"DDIT3",-0.26378939261545,0.948422617819993,FALSE,"No difference","4 DPI"
"MYC",0.188827290118545,0.948422617819993,FALSE,"No difference","4 DPI"
"IL9",-0.236827808766342,0.948422617819993,FALSE,"No difference","4 DPI"
"MX2",-0.0992824104041627,0.948422617819993,FALSE,"No difference","4 DPI"
"CMKLR1",-0.109309628172215,0.948422617819993,FALSE,"No difference","4 DPI"
"IFNAR1",-0.139758273949707,0.948422617819993,FALSE,"No difference","4 DPI"
"PLA2G6",-0.138251094208038,0.948422617819993,FALSE,"No difference","4 DPI"
"SIGIRR",0.180093632049858,0.948422617819993,FALSE,"No difference","4 DPI"
"ITLN2",-0.131917508410059,0.948422617819993,FALSE,"No difference","4 DPI"
"TRAF3",-0.104343427811452,0.948422617819993,FALSE,"No difference","4 DPI"
"OAS3",-0.138168952310631,0.948422617819993,FALSE,"No difference","4 DPI"
"RIPK2",-0.130931290811576,0.948422617819993,FALSE,"No difference","4 DPI"
"CD79B",0.15038265600434,0.948422617819993,FALSE,"No difference","4 DPI"
"CD5",0.130278683773446,0.948422617819993,FALSE,"No difference","4 DPI"
"CD274",0.234525628330159,0.948422617819993,FALSE,"No difference","4 DPI"
"CYSLTR2",0.191806719189506,0.948422617819993,FALSE,"No difference","4 DPI"
"IKBKG",0.199538458722584,0.948422617819993,FALSE,"No difference","4 DPI"
"KCNJ2",-0.379851658328473,0.948422617819993,FALSE,"No difference","4 DPI"
"ILF3",0.156563917569642,0.948422617819993,FALSE,"No difference","4 DPI"
"BIRC2",0.149510729038669,0.948422617819993,FALSE,"No difference","4 DPI"
"TLR5",-0.355924447581626,0.948422617819993,FALSE,"No difference","4 DPI"
"HLA-B",-0.0398862736644094,0.979340382911701,FALSE,"No difference","4 DPI"
"TRAF5",0.141953475736409,0.948422617819993,FALSE,"No difference","4 DPI"
"GNAS",-0.17284991350197,0.948422617819993,FALSE,"No difference","4 DPI"
"LAIR1",-0.185425023936908,0.948422617819993,FALSE,"No difference","4 DPI"
"IFNGR1",-0.257554794502507,0.948422617819993,FALSE,"No difference","4 DPI"
"IFI44",-0.0835220021447594,0.956276958872574,FALSE,"No difference","4 DPI"
"CXCR3",0.199447910274468,0.948422617819993,FALSE,"No difference","4 DPI"
"ITGA5",-0.198071996541252,0.948422617819993,FALSE,"No difference","4 DPI"
"TLR7",0.147363692270581,0.948422617819993,FALSE,"No difference","4 DPI"
"IRAK2",0.114297383677435,0.948422617819993,FALSE,"No difference","4 DPI"
"MBP",-0.165076108061252,0.948422617819993,FALSE,"No difference","4 DPI"
"TNFSF10",0.193046534510619,0.948422617819993,FALSE,"No difference","4 DPI"
"HLA-DRB1",-0.101594434430378,0.948422617819993,FALSE,"No difference","4 DPI"
"CD79A",0.19949931388909,0.948422617819993,FALSE,"No difference","4 DPI"
"GPI",0.152057113515561,0.948422617819993,FALSE,"No difference","4 DPI"
"C2",0.177031840954903,0.948422617819993,FALSE,"No difference","4 DPI"
"MAPKAPK5",-0.0935194626888993,0.948422617819993,FALSE,"No difference","4 DPI"
"ALOX15",-0.382898864429237,0.948422617819993,FALSE,"No difference","4 DPI"
"TBX21",0.283741554236192,0.948422617819993,FALSE,"No difference","4 DPI"
"SMAD7",0.148136220887103,0.948422617819993,FALSE,"No difference","4 DPI"
"CXCR2",-0.411992200255,0.948422617819993,FALSE,"No difference","4 DPI"
"CCR7",0.24275672870882,0.948422617819993,FALSE,"No difference","4 DPI"
"ALAS1",0.120438998513331,0.948422617819993,FALSE,"No difference","4 DPI"
"CASP1",0.144352001511216,0.948422617819993,FALSE,"No difference","4 DPI"
"ITGAX",0.115854287256161,0.948422617819993,FALSE,"No difference","4 DPI"
"EGR1",-0.348132038647664,0.948422617819993,FALSE,"No difference","4 DPI"
"CD8A",0.164132035761713,0.948422617819993,FALSE,"No difference","4 DPI"
"PTPN2",-0.0950687708924196,0.948422617819993,FALSE,"No difference","4 DPI"
"POU2F2",-0.0978411724611865,0.948422617819993,FALSE,"No difference","4 DPI"
"IFNGR2",0.112799757917053,0.948422617819993,FALSE,"No difference","4 DPI"
"AHR",-0.132116569937176,0.948422617819993,FALSE,"No difference","4 DPI"
"IL5RA",0.273571693412022,0.948422617819993,FALSE,"No difference","4 DPI"
"SHC1",0.130291907213875,0.948422617819993,FALSE,"No difference","4 DPI"
"MAF",0.15233645506269,0.948422617819993,FALSE,"No difference","4 DPI"
"OAS1",-0.108006279832663,0.948422617819993,FALSE,"No difference","4 DPI"
"CR1",0.235306858144556,0.948422617819993,FALSE,"No difference","4 DPI"
"ABCB1",0.1243290776896,0.948422617819993,FALSE,"No difference","4 DPI"
"CCR1",-0.205776110680738,0.948422617819993,FALSE,"No difference","4 DPI"
"LILRA5",-0.163377459898453,0.948422617819993,FALSE,"No difference","4 DPI"
"BCL2L1",-0.0529364498227167,0.982113874615455,FALSE,"No difference","4 DPI"
"HRAS",0.112512380518285,0.948422617819993,FALSE,"No difference","4 DPI"
"SKI",0.142344626671082,0.948422617819993,FALSE,"No difference","4 DPI"
"RAPGEF2",-0.137135679656855,0.948422617819993,FALSE,"No difference","4 DPI"
"IFI35",0.13648402692,0.948422617819993,FALSE,"No difference","4 DPI"
"IL29",-0.211506247696478,0.948422617819993,FALSE,"No difference","4 DPI"
"RAF1",-0.0984157595156976,0.948422617819993,FALSE,"No difference","4 DPI"
"CXCL13",-0.163030698404666,0.948422617819993,FALSE,"No difference","4 DPI"
"CSF3R",-0.271711435965141,0.948422617819993,FALSE,"No difference","4 DPI"
"CD164",0.10764516712047,0.948422617819993,FALSE,"No difference","4 DPI"
"MAPK14",-0.151227461014342,0.948422617819993,FALSE,"No difference","4 DPI"
"MAP2K6",-0.118624252926572,0.948422617819993,FALSE,"No difference","4 DPI"
"CFP",-0.0990261358500639,0.948422617819993,FALSE,"No difference","4 DPI"
"HDAC4",-0.142834153619082,0.948422617819993,FALSE,"No difference","4 DPI"
"HSPB1",-0.252249987409808,0.948422617819993,FALSE,"No difference","4 DPI"
"CXCL12",-0.204916102816658,0.948422617819993,FALSE,"No difference","4 DPI"
"GFI1",0.163190821879988,0.948422617819993,FALSE,"No difference","4 DPI"
"OASL",0.125717431969946,0.948422617819993,FALSE,"No difference","4 DPI"
"FYN",0.147612502584398,0.948422617819993,FALSE,"No difference","4 DPI"
"PECAM1",0.114778328272482,0.948422617819993,FALSE,"No difference","4 DPI"
"CD68",0.138860857477546,0.948422617819993,FALSE,"No difference","4 DPI"
"TLR3",-0.158640940559721,0.948422617819993,FALSE,"No difference","4 DPI"
"ATG7",0.116762718977852,0.948422617819993,FALSE,"No difference","4 DPI"
"CCR8",-0.121768887107025,0.948422617819993,FALSE,"No difference","4 DPI"
"IDO1",-0.00404020846007924,0.996032252944452,FALSE,"No difference","4 DPI"
"CD40",0.174359441548785,0.948422617819993,FALSE,"No difference","4 DPI"
"G6PD",-0.125359657399973,0.948422617819993,FALSE,"No difference","4 DPI"
"CSF1",0.152097661502389,0.948422617819993,FALSE,"No difference","4 DPI"
"PTGER4",0.120385792036544,0.948422617819993,FALSE,"No difference","4 DPI"
"STAT3",-0.110719597992402,0.948422617819993,FALSE,"No difference","4 DPI"
"CXCL10",-0.12178008576727,0.956276958872574,FALSE,"No difference","4 DPI"
"STAT4",-0.134789586831626,0.948422617819993,FALSE,"No difference","4 DPI"
"S100A8",-0.0674803344617807,0.984852288800203,FALSE,"No difference","4 DPI"
"CD44",0.0970776262209547,0.948422617819993,FALSE,"No difference","4 DPI"
"C1QBP",0.089631338580638,0.948422617819993,FALSE,"No difference","4 DPI"
"GNB1",-0.0822941221366005,0.948422617819993,FALSE,"No difference","4 DPI"
"TGFB1",-0.106225534023016,0.948422617819993,FALSE,"No difference","4 DPI"
"TBK1",-0.127965482517261,0.948422617819993,FALSE,"No difference","4 DPI"
"FCGR2A",-0.192756735596896,0.948422617819993,FALSE,"No difference","4 DPI"
"CD3G",0.157677280954648,0.948422617819993,FALSE,"No difference","4 DPI"
"FCGRT",0.101202361715442,0.948422617819993,FALSE,"No difference","4 DPI"
"PPP1R12B",0.123690472014945,0.948422617819993,FALSE,"No difference","4 DPI"
"KLRK1",0.221861704741421,0.948422617819993,FALSE,"No difference","4 DPI"
"TAP2",0.138298167143981,0.948422617819993,FALSE,"No difference","4 DPI"
"CLEC7A",-0.163726651558864,0.948422617819993,FALSE,"No difference","4 DPI"
"IL6ST",0.178611364053722,0.948422617819993,FALSE,"No difference","4 DPI"
"CEACAM8",-0.237042642858043,0.948422617819993,FALSE,"No difference","4 DPI"
"TAGAP",0.100682807740514,0.948422617819993,FALSE,"No difference","4 DPI"
"BCAP31",0.0822812529281212,0.948422617819993,FALSE,"No difference","4 DPI"
"TNFSF8",0.124025011300859,0.948422617819993,FALSE,"No difference","4 DPI"
"HLA-DMA",0.167761992215919,0.948422617819993,FALSE,"No difference","4 DPI"
"HLA-DMB",0.11149671453119,0.948422617819993,FALSE,"No difference","4 DPI"
"CD8B",0.151395372265784,0.948422617819993,FALSE,"No difference","4 DPI"
"C5",0.130593788184273,0.948422617819993,FALSE,"No difference","4 DPI"
"CASP3",-0.122938395449173,0.948422617819993,FALSE,"No difference","4 DPI"
"LCP2",0.0682781097591842,0.948422617819993,FALSE,"No difference","4 DPI"
"LILRB2",-0.0797608809322181,0.948422617819993,FALSE,"No difference","4 DPI"
"TGFBI",-0.0875651730211651,0.948422617819993,FALSE,"No difference","4 DPI"
"ATG5",0.0745754889832266,0.948422617819993,FALSE,"No difference","4 DPI"
"ENTPD1",0.0904982996102452,0.948422617819993,FALSE,"No difference","4 DPI"
"CD3D",-0.109556243368663,0.948422617819993,FALSE,"No difference","4 DPI"
"IKBKB",0.0890288344144583,0.948422617819993,FALSE,"No difference","4 DPI"
"MAPK8",0.0731893940379642,0.948422617819993,FALSE,"No difference","4 DPI"
"PTAFR",0.17933799600168,0.948422617819993,FALSE,"No difference","4 DPI"
"PML",-0.0968201659277117,0.948422617819993,FALSE,"No difference","4 DPI"
"IRF4",-0.0825748138076756,0.948422617819993,FALSE,"No difference","4 DPI"
"CD24",0.132041286202316,0.948422617819993,FALSE,"No difference","4 DPI"
"CRADD",-0.112416968054002,0.948422617819993,FALSE,"No difference","4 DPI"
"SH2D1A",0.146653959093046,0.948422617819993,FALSE,"No difference","4 DPI"
"NOD1",0.113010080052721,0.948422617819993,FALSE,"No difference","4 DPI"
"STAT2",-0.0578624460629253,0.956276958872574,FALSE,"No difference","4 DPI"
"ICAM1",0.122906876299468,0.948422617819993,FALSE,"No difference","4 DPI"
"MS4A2",0.0845869864561291,0.948422617819993,FALSE,"No difference","4 DPI"
"IL15",-0.0747203182784153,0.948422617819993,FALSE,"No difference","4 DPI"
"PTGS1",-0.0874233818969126,0.948422617819993,FALSE,"No difference","4 DPI"
"CCR2",0.0764901162539946,0.948422617819993,FALSE,"No difference","4 DPI"
"IL12RB1",0.098894868403347,0.948422617819993,FALSE,"No difference","4 DPI"
"BCL10",-0.121870046057844,0.948422617819993,FALSE,"No difference","4 DPI"
"FPR2",-0.129029755359175,0.948422617819993,FALSE,"No difference","4 DPI"
"NFIL3",-0.0892441114976261,0.948422617819993,FALSE,"No difference","4 DPI"
"HLA-DPB1",-0.0962084829795433,0.948422617819993,FALSE,"No difference","4 DPI"
"IRGC",0.158303264819089,0.948422617819993,FALSE,"No difference","4 DPI"
"NR3C1",0.0927284087489735,0.948422617819993,FALSE,"No difference","4 DPI"
"MAP3K7",-0.0564755157356167,0.948422617819993,FALSE,"No difference","4 DPI"
"BCL2L11",0.0825561528074346,0.948422617819993,FALSE,"No difference","4 DPI"
"FKBP5",-0.1407887112619,0.948422617819993,FALSE,"No difference","4 DPI"
"SIGLEC1",-0.0921579577776841,0.948422617819993,FALSE,"No difference","4 DPI"
"KLRF1",0.192571583892454,0.948422617819993,FALSE,"No difference","4 DPI"
"MAP3K5",0.0717436775474685,0.948422617819993,FALSE,"No difference","4 DPI"
"IL18R1",0.134992984418808,0.948422617819993,FALSE,"No difference","4 DPI"
"RUNX1",-0.0679481084375659,0.948422617819993,FALSE,"No difference","4 DPI"
"PSMB7",0.0769935931525669,0.948422617819993,FALSE,"No difference","4 DPI"
"CAMP",0.184750969527818,0.948422617819993,FALSE,"No difference","4 DPI"
"TNFRSF14",0.0671043073392283,0.952184847465847,FALSE,"No difference","4 DPI"
"JAK2",0.048890844260308,0.952184847465847,FALSE,"No difference","4 DPI"
"SMAD3",0.0714539617269727,0.948422617819993,FALSE,"No difference","4 DPI"
"HLA-C",0.0777092092332001,0.948422617819993,FALSE,"No difference","4 DPI"
"CXCL11",-0.0716497974859038,0.948422617819993,FALSE,"No difference","4 DPI"
"PSMB5",-0.045895313624249,0.956276958872574,FALSE,"No difference","4 DPI"
"CD47",-0.0179618983673535,0.982113874615455,FALSE,"No difference","4 DPI"
